Date,Severity,Crashes
6/28/2011,Fatal,1
6/28/2011,Possible/Unknown,24
6/29/2011,Property Damage Only,91
6/29/2011,Minor Injury,13
6/29/2011,Major Injury,7
6/29/2011,Possible/Unknown,29
6/30/2011,Property Damage Only,108
6/30/2011,Minor Injury,23
6/30/2011,Major Injury,5
6/30/2011,Fatal,2
6/30/2011,Possible/Unknown,24
7/1/2011,Property Damage Only,110
7/1/2011,Minor Injury,15
7/1/2011,Major Injury,4
7/1/2011,Fatal,1
7/1/2011,Possible/Unknown,25
7/2/2011,Property Damage Only,68
7/2/2011,Minor Injury,11
7/2/2011,Major Injury,7
7/2/2011,Fatal,3
7/2/2011,Possible/Unknown,19
7/3/2011,Property Damage Only,58
7/3/2011,Minor Injury,11
7/3/2011,Major Injury,3
7/3/2011,Fatal,1
7/3/2011,Possible/Unknown,16
7/4/2011,Property Damage Only,70
7/4/2011,Minor Injury,11
7/4/2011,Major Injury,4
7/4/2011,Fatal,4
7/4/2011,Possible/Unknown,21
7/5/2011,Property Damage Only,78
7/5/2011,Minor Injury,17
7/5/2011,Major Injury,7
7/5/2011,Fatal,1
7/5/2011,Possible/Unknown,23
7/6/2011,Property Damage Only,70
7/6/2011,Minor Injury,13
7/6/2011,Major Injury,1
7/6/2011,Fatal,2
7/6/2011,Possible/Unknown,16
7/7/2011,Property Damage Only,75
7/7/2011,Minor Injury,14
7/7/2011,Major Injury,3
7/7/2011,Possible/Unknown,30
7/8/2011,Property Damage Only,98
7/8/2011,Minor Injury,21
7/8/2011,Major Injury,6
7/8/2011,Possible/Unknown,28
7/9/2011,Property Damage Only,64
7/9/2011,Minor Injury,14
7/9/2011,Major Injury,3
7/9/2011,Fatal,1
7/9/2011,Possible/Unknown,28
7/10/2011,Property Damage Only,67
7/10/2011,Minor Injury,15
7/10/2011,Major Injury,4
7/10/2011,Possible/Unknown,16
7/11/2011,Property Damage Only,76
7/11/2011,Minor Injury,11
7/11/2011,Major Injury,3
7/11/2011,Fatal,2
7/11/2011,Possible/Unknown,21
7/12/2011,Property Damage Only,93
7/12/2011,Minor Injury,20
7/12/2011,Major Injury,3
7/12/2011,Fatal,1
7/12/2011,Possible/Unknown,23
7/13/2011,Property Damage Only,91
7/13/2011,Minor Injury,17
7/13/2011,Major Injury,8
7/13/2011,Possible/Unknown,22
7/14/2011,Property Damage Only,85
7/14/2011,Minor Injury,17
7/14/2011,Major Injury,2
7/14/2011,Fatal,2
7/14/2011,Possible/Unknown,24
7/15/2011,Property Damage Only,88
7/15/2011,Minor Injury,22
7/15/2011,Major Injury,11
7/15/2011,Fatal,2
7/15/2011,Possible/Unknown,20
7/16/2011,Property Damage Only,70
7/16/2011,Minor Injury,11
7/16/2011,Major Injury,7
7/16/2011,Fatal,2
7/16/2011,Possible/Unknown,20
7/17/2011,Property Damage Only,60
7/17/2011,Minor Injury,11
7/17/2011,Major Injury,3
7/17/2011,Possible/Unknown,17
7/18/2011,Property Damage Only,80
7/18/2011,Minor Injury,14
7/18/2011,Major Injury,4
7/18/2011,Fatal,1
7/18/2011,Possible/Unknown,21
7/19/2011,Property Damage Only,80
7/19/2011,Minor Injury,17
7/19/2011,Major Injury,5
7/19/2011,Possible/Unknown,27
7/20/2011,Property Damage Only,72
7/20/2011,Minor Injury,14
7/20/2011,Major Injury,1
7/20/2011,Fatal,2
7/20/2011,Possible/Unknown,18
7/21/2011,Property Damage Only,65
7/21/2011,Minor Injury,14
7/21/2011,Major Injury,4
7/21/2011,Fatal,1
7/21/2011,Possible/Unknown,11
7/22/2011,Property Damage Only,80
7/22/2011,Minor Injury,17
7/22/2011,Major Injury,6
7/22/2011,Fatal,1
7/22/2011,Possible/Unknown,16
7/23/2011,Property Damage Only,86
7/23/2011,Minor Injury,8
7/23/2011,Major Injury,2
7/23/2011,Fatal,1
7/23/2011,Possible/Unknown,22
7/24/2011,Property Damage Only,68
7/24/2011,Minor Injury,9
7/24/2011,Major Injury,3
7/24/2011,Possible/Unknown,11
7/25/2011,Property Damage Only,72
7/25/2011,Minor Injury,11
7/25/2011,Major Injury,1
7/25/2011,Fatal,1
7/25/2011,Possible/Unknown,32
7/26/2011,Property Damage Only,73
7/26/2011,Minor Injury,11
7/26/2011,Major Injury,3
7/26/2011,Possible/Unknown,16
7/27/2011,Property Damage Only,84
7/27/2011,Minor Injury,14
7/27/2011,Major Injury,3
7/27/2011,Possible/Unknown,16
7/28/2011,Property Damage Only,81
7/28/2011,Minor Injury,11
7/28/2011,Major Injury,4
7/28/2011,Fatal,1
7/28/2011,Possible/Unknown,22
7/29/2011,Property Damage Only,102
7/29/2011,Minor Injury,13
7/29/2011,Major Injury,3
7/29/2011,Fatal,1
7/29/2011,Possible/Unknown,23
7/30/2011,Property Damage Only,70
7/30/2011,Minor Injury,18
7/30/2011,Major Injury,7
7/30/2011,Possible/Unknown,25
7/31/2011,Property Damage Only,63
7/31/2011,Minor Injury,7
7/31/2011,Major Injury,3
7/31/2011,Fatal,1
7/31/2011,Possible/Unknown,15
8/1/2011,Property Damage Only,75
8/1/2011,Minor Injury,18
8/1/2011,Major Injury,3
8/1/2011,Fatal,2
8/1/2011,Possible/Unknown,17
8/2/2011,Property Damage Only,77
8/2/2011,Minor Injury,21
8/2/2011,Major Injury,6
8/2/2011,Possible/Unknown,16
8/3/2011,Property Damage Only,94
8/3/2011,Minor Injury,16
8/3/2011,Major Injury,4
8/3/2011,Possible/Unknown,20
8/4/2011,Property Damage Only,97
8/4/2011,Minor Injury,10
8/4/2011,Major Injury,9
8/4/2011,Fatal,2
8/4/2011,Possible/Unknown,26
8/5/2011,Property Damage Only,135
8/5/2011,Minor Injury,23
8/5/2011,Major Injury,5
8/5/2011,Possible/Unknown,27
8/6/2011,Property Damage Only,65
8/6/2011,Minor Injury,11
8/6/2011,Major Injury,4
8/6/2011,Fatal,2
8/6/2011,Possible/Unknown,16
8/7/2011,Property Damage Only,64
8/7/2011,Minor Injury,19
8/7/2011,Major Injury,7
8/7/2011,Fatal,1
8/7/2011,Possible/Unknown,17
8/8/2011,Property Damage Only,90
8/8/2011,Minor Injury,13
8/8/2011,Major Injury,5
8/8/2011,Fatal,1
8/8/2011,Possible/Unknown,20
8/9/2011,Property Damage Only,87
8/9/2011,Minor Injury,8
8/9/2011,Major Injury,5
8/9/2011,Fatal,1
8/9/2011,Possible/Unknown,20
8/10/2011,Property Damage Only,78
8/10/2011,Minor Injury,16
8/10/2011,Major Injury,3
8/10/2011,Possible/Unknown,15
8/11/2011,Property Damage Only,92
8/11/2011,Minor Injury,23
8/11/2011,Major Injury,4
8/11/2011,Fatal,1
8/11/2011,Possible/Unknown,19
8/12/2011,Property Damage Only,85
8/12/2011,Minor Injury,18
8/12/2011,Major Injury,6
8/12/2011,Possible/Unknown,23
8/13/2011,Property Damage Only,77
8/13/2011,Minor Injury,18
8/13/2011,Major Injury,5
8/13/2011,Fatal,2
8/13/2011,Possible/Unknown,17
8/14/2011,Property Damage Only,62
8/14/2011,Minor Injury,9
8/14/2011,Major Injury,2
8/14/2011,Fatal,1
8/14/2011,Possible/Unknown,18
8/15/2011,Property Damage Only,96
8/15/2011,Minor Injury,16
8/15/2011,Major Injury,9
8/15/2011,Possible/Unknown,25
8/16/2011,Property Damage Only,95
8/16/2011,Minor Injury,12
8/16/2011,Major Injury,2
8/16/2011,Possible/Unknown,14
8/17/2011,Property Damage Only,74
8/17/2011,Minor Injury,15
8/17/2011,Major Injury,5
8/17/2011,Possible/Unknown,19
8/18/2011,Property Damage Only,91
8/18/2011,Minor Injury,16
8/18/2011,Major Injury,2
8/18/2011,Fatal,1
8/18/2011,Possible/Unknown,33
8/19/2011,Property Damage Only,107
8/19/2011,Minor Injury,17
8/19/2011,Major Injury,3
8/19/2011,Fatal,1
8/19/2011,Possible/Unknown,20
8/20/2011,Property Damage Only,66
8/20/2011,Minor Injury,17
8/20/2011,Major Injury,2
8/20/2011,Possible/Unknown,19
8/21/2011,Property Damage Only,49
8/21/2011,Minor Injury,10
8/21/2011,Major Injury,5
8/21/2011,Fatal,1
8/21/2011,Possible/Unknown,15
8/22/2011,Property Damage Only,88
8/22/2011,Minor Injury,17
8/22/2011,Major Injury,3
8/22/2011,Possible/Unknown,23
8/23/2011,Property Damage Only,78
8/23/2011,Minor Injury,12
8/23/2011,Major Injury,1
8/23/2011,Fatal,1
8/23/2011,Possible/Unknown,19
8/24/2011,Property Damage Only,85
8/24/2011,Minor Injury,14
8/24/2011,Major Injury,3
8/24/2011,Fatal,1
8/24/2011,Possible/Unknown,33
8/25/2011,Property Damage Only,86
8/25/2011,Minor Injury,15
8/25/2011,Major Injury,7
8/25/2011,Fatal,2
8/25/2011,Possible/Unknown,28
8/26/2011,Property Damage Only,82
8/26/2011,Minor Injury,13
8/26/2011,Major Injury,5
8/26/2011,Fatal,1
8/26/2011,Possible/Unknown,28
8/27/2011,Property Damage Only,70
8/27/2011,Minor Injury,16
8/27/2011,Major Injury,5
8/27/2011,Fatal,2
8/27/2011,Possible/Unknown,28
8/28/2011,Property Damage Only,65
8/28/2011,Minor Injury,13
8/28/2011,Major Injury,4
8/28/2011,Fatal,4
8/28/2011,Possible/Unknown,19
8/29/2011,Property Damage Only,89
8/29/2011,Minor Injury,14
8/29/2011,Major Injury,2
8/29/2011,Possible/Unknown,29
8/30/2011,Property Damage Only,102
8/30/2011,Minor Injury,11
8/30/2011,Major Injury,2
8/30/2011,Fatal,2
8/30/2011,Possible/Unknown,29
8/31/2011,Property Damage Only,96
8/31/2011,Minor Injury,10
8/31/2011,Major Injury,2
8/31/2011,Possible/Unknown,15
9/1/2011,Property Damage Only,98
9/1/2011,Minor Injury,15
9/1/2011,Major Injury,3
9/1/2011,Possible/Unknown,26
9/2/2011,Property Damage Only,107
9/2/2011,Minor Injury,15
9/2/2011,Major Injury,4
9/2/2011,Fatal,2
9/2/2011,Possible/Unknown,36
9/3/2011,Property Damage Only,95
9/3/2011,Minor Injury,17
9/3/2011,Major Injury,2
9/3/2011,Possible/Unknown,21
9/4/2011,Property Damage Only,73
9/4/2011,Minor Injury,12
9/4/2011,Major Injury,5
9/4/2011,Possible/Unknown,11
9/5/2011,Property Damage Only,51
9/5/2011,Minor Injury,7
9/5/2011,Major Injury,4
9/5/2011,Possible/Unknown,12
9/6/2011,Property Damage Only,101
9/6/2011,Minor Injury,17
9/6/2011,Major Injury,3
9/6/2011,Possible/Unknown,24
9/7/2011,Property Damage Only,95
9/7/2011,Minor Injury,18
9/7/2011,Major Injury,5
9/7/2011,Fatal,1
9/7/2011,Possible/Unknown,23
9/8/2011,Property Damage Only,92
9/8/2011,Minor Injury,12
9/8/2011,Major Injury,9
9/8/2011,Fatal,1
9/8/2011,Possible/Unknown,25
9/9/2011,Property Damage Only,119
9/9/2011,Minor Injury,22
9/9/2011,Major Injury,6
9/9/2011,Fatal,1
9/9/2011,Possible/Unknown,28
9/10/2011,Property Damage Only,65
9/10/2011,Minor Injury,13
9/10/2011,Major Injury,8
9/10/2011,Fatal,2
9/10/2011,Possible/Unknown,18
9/11/2011,Property Damage Only,56
9/11/2011,Minor Injury,19
9/11/2011,Major Injury,2
9/11/2011,Fatal,2
9/11/2011,Possible/Unknown,16
9/12/2011,Property Damage Only,91
9/12/2011,Minor Injury,16
9/12/2011,Major Injury,4
9/12/2011,Fatal,2
9/12/2011,Possible/Unknown,28
9/13/2011,Property Damage Only,72
9/13/2011,Minor Injury,12
9/13/2011,Major Injury,4
9/13/2011,Fatal,1
9/13/2011,Possible/Unknown,23
9/14/2011,Property Damage Only,84
9/14/2011,Minor Injury,22
9/14/2011,Major Injury,3
9/14/2011,Fatal,1
9/14/2011,Possible/Unknown,13
9/15/2011,Property Damage Only,86
9/15/2011,Minor Injury,8
9/15/2011,Fatal,1
9/15/2011,Possible/Unknown,22
9/16/2011,Property Damage Only,96
9/16/2011,Minor Injury,13
9/16/2011,Major Injury,2
9/16/2011,Fatal,1
9/16/2011,Possible/Unknown,25
9/17/2011,Property Damage Only,74
9/17/2011,Minor Injury,16
9/17/2011,Major Injury,2
9/17/2011,Fatal,2
9/17/2011,Possible/Unknown,18
9/18/2011,Property Damage Only,72
9/18/2011,Minor Injury,12
9/18/2011,Major Injury,3
9/18/2011,Fatal,2
9/18/2011,Possible/Unknown,18
9/19/2011,Property Damage Only,76
9/19/2011,Minor Injury,13
9/19/2011,Major Injury,3
9/19/2011,Possible/Unknown,21
9/20/2011,Property Damage Only,82
9/20/2011,Minor Injury,10
9/20/2011,Major Injury,4
9/20/2011,Fatal,2
9/20/2011,Possible/Unknown,20
9/21/2011,Property Damage Only,91
9/21/2011,Minor Injury,8
9/21/2011,Major Injury,7
9/21/2011,Possible/Unknown,18
9/22/2011,Property Damage Only,82
9/22/2011,Minor Injury,13
9/22/2011,Major Injury,4
9/22/2011,Fatal,1
9/22/2011,Possible/Unknown,25
9/23/2011,Property Damage Only,94
9/23/2011,Minor Injury,13
9/23/2011,Major Injury,5
9/23/2011,Possible/Unknown,31
9/24/2011,Property Damage Only,65
9/24/2011,Minor Injury,9
9/24/2011,Major Injury,1
9/24/2011,Fatal,4
9/24/2011,Possible/Unknown,27
9/25/2011,Property Damage Only,52
9/25/2011,Minor Injury,10
9/25/2011,Major Injury,7
9/25/2011,Fatal,2
9/25/2011,Possible/Unknown,15
9/26/2011,Property Damage Only,119
9/26/2011,Minor Injury,12
9/26/2011,Major Injury,5
9/26/2011,Fatal,3
9/26/2011,Possible/Unknown,20
9/27/2011,Property Damage Only,77
9/27/2011,Minor Injury,4
9/27/2011,Major Injury,1
9/27/2011,Possible/Unknown,21
9/28/2011,Property Damage Only,94
9/28/2011,Minor Injury,19
9/28/2011,Major Injury,5
9/28/2011,Fatal,2
9/28/2011,Possible/Unknown,18
9/29/2011,Property Damage Only,93
9/29/2011,Minor Injury,14
9/29/2011,Major Injury,6
9/29/2011,Possible/Unknown,23
9/30/2011,Property Damage Only,122
9/30/2011,Minor Injury,14
9/30/2011,Major Injury,5
9/30/2011,Possible/Unknown,28
10/1/2011,Property Damage Only,106
10/1/2011,Minor Injury,15
10/1/2011,Major Injury,6
10/1/2011,Fatal,3
10/1/2011,Possible/Unknown,27
10/2/2011,Property Damage Only,67
10/2/2011,Minor Injury,19
10/2/2011,Major Injury,2
10/2/2011,Possible/Unknown,20
10/3/2011,Property Damage Only,99
10/3/2011,Minor Injury,12
10/3/2011,Major Injury,4
10/3/2011,Possible/Unknown,24
10/4/2011,Property Damage Only,96
10/4/2011,Minor Injury,10
10/4/2011,Major Injury,6
10/4/2011,Possible/Unknown,36
10/5/2011,Property Damage Only,101
10/5/2011,Minor Injury,19
10/5/2011,Major Injury,8
10/5/2011,Fatal,2
10/5/2011,Possible/Unknown,29
10/6/2011,Property Damage Only,98
10/6/2011,Minor Injury,14
10/6/2011,Major Injury,6
10/6/2011,Fatal,4
10/6/2011,Possible/Unknown,16
10/7/2011,Property Damage Only,110
10/7/2011,Minor Injury,23
10/7/2011,Major Injury,3
10/7/2011,Fatal,1
10/7/2011,Possible/Unknown,20
10/8/2011,Property Damage Only,78
10/8/2011,Minor Injury,24
10/8/2011,Major Injury,3
10/8/2011,Fatal,2
10/8/2011,Possible/Unknown,32
10/9/2011,Property Damage Only,62
10/9/2011,Minor Injury,7
10/9/2011,Major Injury,3
10/9/2011,Possible/Unknown,13
10/10/2011,Property Damage Only,95
10/10/2011,Minor Injury,7
10/10/2011,Major Injury,4
10/10/2011,Fatal,1
10/10/2011,Possible/Unknown,26
10/11/2011,Property Damage Only,111
10/11/2011,Minor Injury,11
10/11/2011,Major Injury,4
10/11/2011,Possible/Unknown,28
10/12/2011,Property Damage Only,148
10/12/2011,Minor Injury,17
10/12/2011,Major Injury,4
10/12/2011,Fatal,3
10/12/2011,Possible/Unknown,39
10/13/2011,Property Damage Only,103
10/13/2011,Minor Injury,18
10/13/2011,Major Injury,3
10/13/2011,Possible/Unknown,22
10/14/2011,Property Damage Only,135
10/14/2011,Minor Injury,17
10/14/2011,Major Injury,6
10/14/2011,Possible/Unknown,30
10/15/2011,Property Damage Only,101
10/15/2011,Minor Injury,11
10/15/2011,Major Injury,6
10/15/2011,Fatal,2
10/15/2011,Possible/Unknown,24
10/16/2011,Property Damage Only,71
10/16/2011,Minor Injury,20
10/16/2011,Major Injury,3
10/16/2011,Possible/Unknown,12
10/17/2011,Property Damage Only,106
10/17/2011,Minor Injury,8
10/17/2011,Major Injury,4
10/17/2011,Fatal,1
10/17/2011,Possible/Unknown,18
10/18/2011,Property Damage Only,90
10/18/2011,Minor Injury,6
10/18/2011,Major Injury,1
10/18/2011,Possible/Unknown,16
10/19/2011,Property Damage Only,111
10/19/2011,Minor Injury,13
10/19/2011,Major Injury,3
10/19/2011,Fatal,2
10/19/2011,Possible/Unknown,20
10/20/2011,Property Damage Only,110
10/20/2011,Minor Injury,10
10/20/2011,Major Injury,4
10/20/2011,Fatal,1
10/20/2011,Possible/Unknown,21
10/21/2011,Property Damage Only,119
10/21/2011,Minor Injury,11
10/21/2011,Major Injury,2
10/21/2011,Fatal,2
10/21/2011,Possible/Unknown,33
10/22/2011,Property Damage Only,102
10/22/2011,Minor Injury,11
10/22/2011,Major Injury,1
10/22/2011,Fatal,1
10/22/2011,Possible/Unknown,18
10/23/2011,Property Damage Only,89
10/23/2011,Minor Injury,13
10/23/2011,Major Injury,3
10/23/2011,Possible/Unknown,21
10/24/2011,Property Damage Only,96
10/24/2011,Minor Injury,7
10/24/2011,Major Injury,4
10/24/2011,Possible/Unknown,28
10/25/2011,Property Damage Only,98
10/25/2011,Minor Injury,6
10/25/2011,Major Injury,2
10/25/2011,Fatal,2
10/25/2011,Possible/Unknown,25
10/26/2011,Property Damage Only,106
10/26/2011,Minor Injury,21
10/26/2011,Major Injury,2
10/26/2011,Fatal,1
10/26/2011,Possible/Unknown,11
10/27/2011,Property Damage Only,115
10/27/2011,Minor Injury,16
10/27/2011,Major Injury,5
10/27/2011,Fatal,1
10/27/2011,Possible/Unknown,20
10/28/2011,Property Damage Only,151
10/28/2011,Minor Injury,15
10/28/2011,Major Injury,3
10/28/2011,Fatal,1
10/28/2011,Possible/Unknown,23
10/29/2011,Property Damage Only,86
10/29/2011,Minor Injury,15
10/29/2011,Major Injury,8
10/29/2011,Possible/Unknown,19
10/30/2011,Property Damage Only,81
10/30/2011,Minor Injury,11
10/30/2011,Major Injury,9
10/30/2011,Possible/Unknown,26
10/31/2011,Property Damage Only,129
10/31/2011,Minor Injury,8
10/31/2011,Major Injury,3
10/31/2011,Fatal,2
10/31/2011,Possible/Unknown,26
11/1/2011,Property Damage Only,120
11/1/2011,Minor Injury,12
11/1/2011,Major Injury,6
11/1/2011,Fatal,3
11/1/2011,Possible/Unknown,19
11/2/2011,Property Damage Only,174
11/2/2011,Minor Injury,12
11/2/2011,Fatal,2
11/2/2011,Possible/Unknown,35
11/3/2011,Property Damage Only,120
11/3/2011,Minor Injury,12
11/3/2011,Major Injury,3
11/3/2011,Fatal,1
11/3/2011,Possible/Unknown,17
11/4/2011,Property Damage Only,156
11/4/2011,Minor Injury,12
11/4/2011,Major Injury,4
11/4/2011,Fatal,2
11/4/2011,Possible/Unknown,28
11/5/2011,Property Damage Only,113
11/5/2011,Minor Injury,6
11/5/2011,Major Injury,3
11/5/2011,Fatal,1
11/5/2011,Possible/Unknown,15
11/6/2011,Property Damage Only,111
11/6/2011,Minor Injury,7
11/6/2011,Major Injury,4
11/6/2011,Possible/Unknown,18
11/7/2011,Property Damage Only,137
11/7/2011,Minor Injury,10
11/7/2011,Major Injury,4
11/7/2011,Fatal,2
11/7/2011,Possible/Unknown,18
11/8/2011,Property Damage Only,124
11/8/2011,Minor Injury,10
11/8/2011,Major Injury,2
11/8/2011,Fatal,1
11/8/2011,Possible/Unknown,32
11/9/2011,Property Damage Only,189
11/9/2011,Minor Injury,12
11/9/2011,Major Injury,4
11/9/2011,Fatal,1
11/9/2011,Possible/Unknown,38
11/10/2011,Property Damage Only,155
11/10/2011,Minor Injury,9
11/10/2011,Major Injury,1
11/10/2011,Possible/Unknown,17
11/11/2011,Property Damage Only,199
11/11/2011,Minor Injury,9
11/11/2011,Major Injury,3
11/11/2011,Possible/Unknown,25
11/12/2011,Property Damage Only,113
11/12/2011,Minor Injury,17
11/12/2011,Major Injury,2
11/12/2011,Possible/Unknown,28
11/13/2011,Property Damage Only,108
11/13/2011,Minor Injury,7
11/13/2011,Major Injury,4
11/13/2011,Fatal,1
11/13/2011,Possible/Unknown,10
11/14/2011,Property Damage Only,146
11/14/2011,Minor Injury,8
11/14/2011,Major Injury,5
11/14/2011,Possible/Unknown,22
11/15/2011,Property Damage Only,155
11/15/2011,Minor Injury,8
11/15/2011,Major Injury,3
11/15/2011,Possible/Unknown,25
11/16/2011,Property Damage Only,110
11/16/2011,Minor Injury,15
11/16/2011,Major Injury,3
11/16/2011,Possible/Unknown,27
11/17/2011,Property Damage Only,129
11/17/2011,Minor Injury,7
11/17/2011,Major Injury,6
11/17/2011,Possible/Unknown,26
11/18/2011,Property Damage Only,173
11/18/2011,Minor Injury,18
11/18/2011,Major Injury,2
11/18/2011,Fatal,1
11/18/2011,Possible/Unknown,19
11/19/2011,Property Damage Only,146
11/19/2011,Minor Injury,15
11/19/2011,Major Injury,2
11/19/2011,Possible/Unknown,29
11/20/2011,Property Damage Only,70
11/20/2011,Minor Injury,12
11/20/2011,Major Injury,2
11/20/2011,Fatal,2
11/20/2011,Possible/Unknown,12
11/21/2011,Property Damage Only,122
11/21/2011,Minor Injury,8
11/21/2011,Major Injury,5
11/21/2011,Fatal,2
11/21/2011,Possible/Unknown,20
11/22/2011,Property Damage Only,123
11/22/2011,Minor Injury,11
11/22/2011,Major Injury,3
11/22/2011,Fatal,2
11/22/2011,Possible/Unknown,24
11/23/2011,Property Damage Only,118
11/23/2011,Minor Injury,12
11/23/2011,Major Injury,8
11/23/2011,Fatal,1
11/23/2011,Possible/Unknown,25
11/24/2011,Property Damage Only,81
11/24/2011,Minor Injury,10
11/24/2011,Major Injury,2
11/24/2011,Possible/Unknown,12
11/25/2011,Property Damage Only,87
11/25/2011,Minor Injury,10
11/25/2011,Major Injury,1
11/25/2011,Fatal,2
11/25/2011,Possible/Unknown,11
11/26/2011,Property Damage Only,86
11/26/2011,Minor Injury,7
11/26/2011,Major Injury,1
11/26/2011,Fatal,1
11/26/2011,Possible/Unknown,22
11/27/2011,Property Damage Only,61
11/27/2011,Minor Injury,9
11/27/2011,Major Injury,2
11/27/2011,Possible/Unknown,13
11/28/2011,Property Damage Only,126
11/28/2011,Minor Injury,8
11/28/2011,Major Injury,1
11/28/2011,Fatal,1
11/28/2011,Possible/Unknown,23
11/29/2011,Property Damage Only,92
11/29/2011,Minor Injury,14
11/29/2011,Major Injury,4
11/29/2011,Possible/Unknown,22
11/30/2011,Property Damage Only,95
11/30/2011,Minor Injury,10
11/30/2011,Major Injury,3
11/30/2011,Possible/Unknown,13
12/1/2011,Property Damage Only,120
12/1/2011,Minor Injury,23
12/1/2011,Major Injury,4
12/1/2011,Fatal,2
12/1/2011,Possible/Unknown,22
12/2/2011,Property Damage Only,149
12/2/2011,Minor Injury,10
12/2/2011,Major Injury,8
12/2/2011,Fatal,2
12/2/2011,Possible/Unknown,45
