Date of Crash,Crash Severity,Crashes
03/05/2017,Fatal,2
03/05/2017,Possible/Unknown,13
03/05/2017,Property Damage Only,73
03/05/2017,Major Injury,2
03/06/2017,Major Injury,5
03/06/2017,Possible/Unknown,27
03/06/2017,Minor Injury,11
03/06/2017,Property Damage Only,77
03/07/2017,Fatal,1
03/07/2017,Major Injury,4
03/07/2017,Minor Injury,11
03/07/2017,Possible/Unknown,16
03/07/2017,Property Damage Only,81
03/08/2017,Property Damage Only,81
03/08/2017,Minor Injury,19
03/08/2017,Possible/Unknown,29
03/08/2017,Fatal,1
03/08/2017,Major Injury,1
03/09/2017,Fatal,1
03/09/2017,Possible/Unknown,22
03/09/2017,Minor Injury,6
03/09/2017,Property Damage Only,96
03/10/2017,Possible/Unknown,20
03/10/2017,Major Injury,4
03/10/2017,Minor Injury,18
03/10/2017,Property Damage Only,87
03/11/2017,Possible/Unknown,16
03/11/2017,Property Damage Only,80
03/11/2017,Major Injury,4
03/11/2017,Minor Injury,14
03/12/2017,Major Injury,2
03/12/2017,Property Damage Only,115
03/12/2017,Minor Injury,11
03/12/2017,Possible/Unknown,29
03/13/2017,Fatal,1
03/13/2017,Property Damage Only,176
03/13/2017,Possible/Unknown,29
03/13/2017,Minor Injury,20
03/13/2017,Major Injury,5
03/14/2017,Minor Injury,3
03/14/2017,Property Damage Only,88
03/14/2017,Major Injury,1
03/14/2017,Fatal,1
03/14/2017,Possible/Unknown,18
03/15/2017,Major Injury,1
03/15/2017,Minor Injury,11
03/15/2017,Property Damage Only,84
03/15/2017,Possible/Unknown,21
03/16/2017,Possible/Unknown,25
03/16/2017,Minor Injury,6
03/16/2017,Property Damage Only,99
03/16/2017,Major Injury,4
03/17/2017,Possible/Unknown,21
03/17/2017,Property Damage Only,82
03/17/2017,Major Injury,6
03/17/2017,Minor Injury,12
03/18/2017,Minor Injury,22
03/18/2017,Property Damage Only,69
03/18/2017,Major Injury,3
03/18/2017,Possible/Unknown,20
03/19/2017,Property Damage Only,59
03/19/2017,Fatal,1
03/19/2017,Possible/Unknown,8
03/19/2017,Major Injury,4
03/19/2017,Minor Injury,8
03/20/2017,Property Damage Only,82
03/20/2017,Possible/Unknown,18
03/20/2017,Major Injury,4
03/20/2017,Minor Injury,12
03/21/2017,Minor Injury,12
03/21/2017,Property Damage Only,80
03/21/2017,Major Injury,2
03/21/2017,Possible/Unknown,23
03/22/2017,Major Injury,2
03/22/2017,Minor Injury,11
03/22/2017,Property Damage Only,89
03/22/2017,Possible/Unknown,17
03/23/2017,Possible/Unknown,15
03/23/2017,Major Injury,1
03/23/2017,Minor Injury,12
03/23/2017,Property Damage Only,83
03/24/2017,Minor Injury,12
03/24/2017,Fatal,1
03/24/2017,Property Damage Only,112
03/24/2017,Possible/Unknown,38
03/24/2017,Major Injury,5
03/25/2017,Property Damage Only,82
03/25/2017,Minor Injury,7
03/25/2017,Major Injury,4
03/25/2017,Possible/Unknown,15
03/26/2017,Minor Injury,11
03/26/2017,Property Damage Only,61
03/26/2017,Possible/Unknown,15
03/26/2017,Major Injury,1
03/27/2017,Minor Injury,10
03/27/2017,Fatal,1
03/27/2017,Possible/Unknown,30
03/27/2017,Major Injury,2
03/27/2017,Property Damage Only,75
03/28/2017,Fatal,3
03/28/2017,Property Damage Only,66
03/28/2017,Possible/Unknown,24
03/28/2017,Major Injury,2
03/28/2017,Minor Injury,10
03/29/2017,Fatal,1
03/29/2017,Minor Injury,14
03/29/2017,Property Damage Only,99
03/29/2017,Major Injury,4
03/29/2017,Possible/Unknown,26
03/30/2017,Property Damage Only,73
03/30/2017,Possible/Unknown,19
03/30/2017,Minor Injury,7
03/30/2017,Fatal,1
03/31/2017,Possible/Unknown,32
03/31/2017,Fatal,2
03/31/2017,Minor Injury,8
03/31/2017,Property Damage Only,89
04/01/2017,Minor Injury,13
04/01/2017,Property Damage Only,78
04/01/2017,Possible/Unknown,21
04/01/2017,Major Injury,4
04/02/2017,Fatal,1
04/02/2017,Possible/Unknown,12
04/02/2017,Property Damage Only,75
04/02/2017,Minor Injury,9
04/03/2017,Minor Injury,14
04/03/2017,Property Damage Only,99
04/03/2017,Major Injury,3
04/03/2017,Fatal,2
04/03/2017,Possible/Unknown,41
04/04/2017,Major Injury,1
04/04/2017,Property Damage Only,83
04/04/2017,Minor Injury,7
04/04/2017,Possible/Unknown,31
04/05/2017,Major Injury,3
04/05/2017,Property Damage Only,108
04/05/2017,Minor Injury,13
04/05/2017,Possible/Unknown,19
04/05/2017,Fatal,2
04/06/2017,Possible/Unknown,28
04/06/2017,Minor Injury,11
04/06/2017,Property Damage Only,97
04/06/2017,Fatal,1
04/07/2017,Property Damage Only,123
04/07/2017,Possible/Unknown,24
04/07/2017,Major Injury,2
04/07/2017,Minor Injury,15
04/08/2017,Possible/Unknown,20
04/08/2017,Major Injury,6
04/08/2017,Minor Injury,15
04/08/2017,Property Damage Only,95
04/08/2017,Fatal,2
04/09/2017,Property Damage Only,74
04/09/2017,Minor Injury,6
04/09/2017,Possible/Unknown,15
04/09/2017,Major Injury,3
04/10/2017,Possible/Unknown,21
04/10/2017,Property Damage Only,89
04/10/2017,Major Injury,5
04/10/2017,Minor Injury,14
04/10/2017,Fatal,2
04/11/2017,Possible/Unknown,31
04/11/2017,Property Damage Only,88
04/11/2017,Major Injury,1
04/11/2017,Minor Injury,20
04/12/2017,Minor Injury,11
04/12/2017,Possible/Unknown,19
04/12/2017,Property Damage Only,90
04/13/2017,Minor Injury,20
04/13/2017,Major Injury,2
04/13/2017,Possible/Unknown,25
04/13/2017,Property Damage Only,109
04/14/2017,Possible/Unknown,31
04/14/2017,Fatal,1
04/14/2017,Property Damage Only,114
04/14/2017,Major Injury,3
04/14/2017,Minor Injury,13
04/15/2017,Property Damage Only,92
04/15/2017,Possible/Unknown,22
04/15/2017,Major Injury,5
04/15/2017,Fatal,1
04/15/2017,Minor Injury,12
04/16/2017,Property Damage Only,64
04/16/2017,Possible/Unknown,19
04/16/2017,Minor Injury,7
04/16/2017,Major Injury,4
04/17/2017,Fatal,2
04/17/2017,Major Injury,5
04/17/2017,Minor Injury,23
04/17/2017,Possible/Unknown,13
04/17/2017,Property Damage Only,96
04/18/2017,Possible/Unknown,18
04/18/2017,Minor Injury,14
04/18/2017,Major Injury,2
04/18/2017,Property Damage Only,68
04/19/2017,Possible/Unknown,29
04/19/2017,Major Injury,4
04/19/2017,Minor Injury,13
04/19/2017,Property Damage Only,77
04/20/2017,Property Damage Only,76
04/20/2017,Possible/Unknown,23
04/20/2017,Major Injury,3
04/20/2017,Minor Injury,12
04/20/2017,Fatal,2
04/21/2017,Major Injury,8
04/21/2017,Minor Injury,14
04/21/2017,Property Damage Only,98
04/21/2017,Possible/Unknown,20
04/22/2017,Property Damage Only,89
04/22/2017,Minor Injury,15
04/22/2017,Possible/Unknown,22
04/22/2017,Major Injury,5
04/22/2017,Fatal,1
04/23/2017,Minor Injury,9
04/23/2017,Property Damage Only,68
04/23/2017,Major Injury,6
04/23/2017,Fatal,2
04/23/2017,Possible/Unknown,20
04/24/2017,Fatal,1
04/24/2017,Property Damage Only,93
04/24/2017,Major Injury,4
04/24/2017,Possible/Unknown,28
04/24/2017,Minor Injury,20
04/25/2017,Major Injury,4
04/25/2017,Possible/Unknown,27
04/25/2017,Minor Injury,10
04/25/2017,Property Damage Only,92
04/26/2017,Property Damage Only,80
04/26/2017,Possible/Unknown,32
04/26/2017,Minor Injury,9
04/27/2017,Major Injury,5
04/27/2017,Possible/Unknown,24
04/27/2017,Minor Injury,5
04/27/2017,Property Damage Only,83
04/28/2017,Possible/Unknown,43
04/28/2017,Property Damage Only,141
04/28/2017,Major Injury,4
04/28/2017,Minor Injury,14
04/29/2017,Possible/Unknown,29
04/29/2017,Minor Injury,8
04/29/2017,Major Injury,2
04/29/2017,Fatal,1
04/29/2017,Property Damage Only,103
04/30/2017,Major Injury,2
04/30/2017,Minor Injury,11
04/30/2017,Property Damage Only,74
04/30/2017,Possible/Unknown,21
05/01/2017,Property Damage Only,118
05/01/2017,Minor Injury,16
05/01/2017,Possible/Unknown,20
05/01/2017,Major Injury,1
05/02/2017,Minor Injury,19
05/02/2017,Major Injury,1
05/02/2017,Property Damage Only,115
05/02/2017,Fatal,1
05/02/2017,Possible/Unknown,22
05/03/2017,Property Damage Only,115
05/03/2017,Possible/Unknown,28
05/03/2017,Minor Injury,11
05/03/2017,Major Injury,2
05/04/2017,Minor Injury,21
05/04/2017,Possible/Unknown,26
05/04/2017,Major Injury,5
05/04/2017,Property Damage Only,109
05/05/2017,Property Damage Only,132
05/05/2017,Possible/Unknown,30
05/05/2017,Minor Injury,11
05/05/2017,Major Injury,5
05/06/2017,Major Injury,4
05/06/2017,Possible/Unknown,24
05/06/2017,Property Damage Only,109
05/06/2017,Minor Injury,15
05/07/2017,Fatal,1
05/07/2017,Major Injury,4
05/07/2017,Minor Injury,19
05/07/2017,Possible/Unknown,30
05/07/2017,Property Damage Only,61
05/08/2017,Major Injury,2
05/08/2017,Possible/Unknown,32
05/08/2017,Property Damage Only,123
05/08/2017,Minor Injury,14
05/08/2017,Fatal,1
05/09/2017,Major Injury,4
05/09/2017,Property Damage Only,112
05/09/2017,Possible/Unknown,39
05/09/2017,Minor Injury,22
05/09/2017,Fatal,2
05/10/2017,Minor Injury,12
05/10/2017,Fatal,2
05/10/2017,Property Damage Only,111
05/10/2017,Possible/Unknown,32
05/10/2017,Major Injury,4
05/11/2017,Property Damage Only,110
05/11/2017,Minor Injury,13
05/11/2017,Possible/Unknown,28
05/11/2017,Major Injury,3
05/12/2017,Major Injury,8
05/12/2017,Fatal,2
05/12/2017,Possible/Unknown,32
05/12/2017,Minor Injury,21
05/12/2017,Property Damage Only,124
05/13/2017,Property Damage Only,124
05/13/2017,Major Injury,7
05/13/2017,Possible/Unknown,27
05/13/2017,Minor Injury,16
05/14/2017,Possible/Unknown,13
05/14/2017,Minor Injury,12
05/14/2017,Property Damage Only,84
05/14/2017,Major Injury,10
05/15/2017,Possible/Unknown,33
05/15/2017,Property Damage Only,94
05/15/2017,Minor Injury,20
05/15/2017,Major Injury,4
05/16/2017,Minor Injury,22
05/16/2017,Major Injury,3
05/16/2017,Property Damage Only,128
05/16/2017,Fatal,2
05/16/2017,Possible/Unknown,34
05/17/2017,Major Injury,2
05/17/2017,Possible/Unknown,34
05/17/2017,Minor Injury,21
05/17/2017,Fatal,2
05/17/2017,Property Damage Only,106
05/18/2017,Major Injury,6
05/18/2017,Possible/Unknown,31
05/18/2017,Property Damage Only,102
05/18/2017,Minor Injury,17
05/19/2017,Major Injury,4
05/19/2017,Minor Injury,11
05/19/2017,Possible/Unknown,31
05/19/2017,Property Damage Only,128
05/20/2017,Possible/Unknown,18
05/20/2017,Fatal,2
05/20/2017,Minor Injury,10
05/20/2017,Major Injury,3
05/20/2017,Property Damage Only,107
05/21/2017,Major Injury,1
05/21/2017,Possible/Unknown,20
05/21/2017,Minor Injury,12
05/21/2017,Fatal,1
05/21/2017,Property Damage Only,73
05/22/2017,Minor Injury,14
05/22/2017,Property Damage Only,94
05/22/2017,Major Injury,5
05/22/2017,Possible/Unknown,21
05/23/2017,Minor Injury,14
05/23/2017,Possible/Unknown,32
05/23/2017,Property Damage Only,97
05/23/2017,Major Injury,2
05/24/2017,Property Damage Only,94
05/24/2017,Possible/Unknown,22
05/24/2017,Major Injury,3
05/24/2017,Minor Injury,17
05/24/2017,Fatal,1
05/25/2017,Possible/Unknown,26
05/25/2017,Minor Injury,12
05/25/2017,Property Damage Only,128
05/26/2017,Property Damage Only,148
05/26/2017,Minor Injury,17
05/26/2017,Major Injury,4
05/26/2017,Possible/Unknown,28
05/27/2017,Possible/Unknown,21
05/27/2017,Minor Injury,12
05/27/2017,Property Damage Only,103
05/27/2017,Major Injury,9
05/28/2017,Minor Injury,22
05/28/2017,Possible/Unknown,19
05/28/2017,Property Damage Only,92
05/28/2017,Major Injury,4
05/29/2017,Property Damage Only,87
05/29/2017,Major Injury,8
05/29/2017,Fatal,1
05/29/2017,Minor Injury,14
05/29/2017,Possible/Unknown,15
05/30/2017,Possible/Unknown,32
05/30/2017,Major Injury,3
05/30/2017,Fatal,2
05/30/2017,Minor Injury,17
05/30/2017,Property Damage Only,113
05/31/2017,Major Injury,5
05/31/2017,Possible/Unknown,21
05/31/2017,Minor Injury,17
05/31/2017,Property Damage Only,129
06/01/2017,Minor Injury,18
06/01/2017,Major Injury,3
06/01/2017,Possible/Unknown,36
06/01/2017,Property Damage Only,146
06/02/2017,Minor Injury,19
06/02/2017,Major Injury,2
06/02/2017,Property Damage Only,133
06/02/2017,Possible/Unknown,32
06/03/2017,Minor Injury,26
06/03/2017,Property Damage Only,98
06/03/2017,Major Injury,2
06/03/2017,Possible/Unknown,26
06/04/2017,Possible/Unknown,18
06/04/2017,Property Damage Only,97
06/04/2017,Minor Injury,12
06/04/2017,Fatal,2
06/04/2017,Major Injury,6
06/05/2017,Property Damage Only,102
06/05/2017,Minor Injury,22
06/05/2017,Major Injury,7
06/05/2017,Possible/Unknown,28
06/05/2017,Fatal,1
06/06/2017,Fatal,2
06/06/2017,Possible/Unknown,32
06/06/2017,Property Damage Only,98
06/06/2017,Major Injury,5
06/06/2017,Minor Injury,18
06/07/2017,Major Injury,4
06/07/2017,Possible/Unknown,28
06/07/2017,Property Damage Only,133
06/07/2017,Minor Injury,16
06/08/2017,Major Injury,4
06/08/2017,Possible/Unknown,30
06/08/2017,Minor Injury,11
06/08/2017,Property Damage Only,109
06/09/2017,Major Injury,7
06/09/2017,Minor Injury,21
06/09/2017,Possible/Unknown,27
06/09/2017,Property Damage Only,156
06/09/2017,Fatal,2
06/10/2017,Minor Injury,18
06/10/2017,Major Injury,8
06/10/2017,Fatal,2
06/10/2017,Property Damage Only,115
06/10/2017,Possible/Unknown,22
06/11/2017,Property Damage Only,95
06/11/2017,Fatal,1
06/11/2017,Major Injury,3
06/11/2017,Possible/Unknown,15
06/11/2017,Minor Injury,17
06/12/2017,Minor Injury,19
06/12/2017,Fatal,4
06/12/2017,Major Injury,3
06/12/2017,Property Damage Only,94
06/12/2017,Possible/Unknown,29
06/13/2017,Major Injury,8
06/13/2017,Fatal,1
06/13/2017,Property Damage Only,96
06/13/2017,Possible/Unknown,26
06/13/2017,Minor Injury,26
06/14/2017,Minor Injury,15
06/14/2017,Possible/Unknown,30
06/14/2017,Major Injury,3
06/14/2017,Property Damage Only,123
06/15/2017,Possible/Unknown,33
06/15/2017,Property Damage Only,107
06/15/2017,Minor Injury,18
06/15/2017,Major Injury,2
06/16/2017,Fatal,1
06/16/2017,Property Damage Only,158
06/16/2017,Minor Injury,25
06/16/2017,Major Injury,2
06/16/2017,Possible/Unknown,43
06/17/2017,Property Damage Only,91
06/17/2017,Fatal,2
06/17/2017,Major Injury,3
06/17/2017,Minor Injury,17
06/17/2017,Possible/Unknown,22
06/18/2017,Possible/Unknown,23
06/18/2017,Fatal,1
06/18/2017,Major Injury,4
06/18/2017,Property Damage Only,61
06/18/2017,Minor Injury,10
06/19/2017,Major Injury,5
06/19/2017,Minor Injury,11
06/19/2017,Possible/Unknown,34
06/19/2017,Property Damage Only,84
06/20/2017,Minor Injury,10
06/20/2017,Fatal,2
06/20/2017,Possible/Unknown,31
06/20/2017,Property Damage Only,127
06/20/2017,Major Injury,2
06/21/2017,Major Injury,3
06/21/2017,Possible/Unknown,27
06/21/2017,Property Damage Only,123
06/21/2017,Minor Injury,11
06/22/2017,Possible/Unknown,18
06/22/2017,Property Damage Only,108
06/22/2017,Minor Injury,19
06/22/2017,Major Injury,1
06/23/2017,Property Damage Only,114
06/23/2017,Fatal,3
06/23/2017,Major Injury,4
06/23/2017,Possible/Unknown,39
06/23/2017,Minor Injury,22
06/24/2017,Possible/Unknown,23
06/24/2017,Minor Injury,18
06/24/2017,Major Injury,13
06/24/2017,Fatal,1
06/24/2017,Property Damage Only,91
06/25/2017,Major Injury,8
06/25/2017,Fatal,1
06/25/2017,Possible/Unknown,20
06/25/2017,Minor Injury,12
06/25/2017,Property Damage Only,65
06/26/2017,Minor Injury,9
06/26/2017,Possible/Unknown,26
06/26/2017,Major Injury,1
06/26/2017,Property Damage Only,110
06/27/2017,Major Injury,5
06/27/2017,Possible/Unknown,30
06/27/2017,Minor Injury,16
06/27/2017,Property Damage Only,131
06/28/2017,Minor Injury,12
06/28/2017,Major Injury,2
06/28/2017,Possible/Unknown,29
06/28/2017,Property Damage Only,96
06/29/2017,Minor Injury,14
06/29/2017,Property Damage Only,81
06/29/2017,Possible/Unknown,25
06/29/2017,Fatal,1
06/29/2017,Major Injury,4
06/30/2017,Property Damage Only,104
06/30/2017,Fatal,1
06/30/2017,Minor Injury,23
06/30/2017,Possible/Unknown,28
06/30/2017,Major Injury,5
07/01/2017,Possible/Unknown,18
07/01/2017,Major Injury,6
07/01/2017,Property Damage Only,92
07/01/2017,Minor Injury,10
07/02/2017,Property Damage Only,76
07/02/2017,Fatal,3
07/02/2017,Minor Injury,11
07/02/2017,Major Injury,1
07/02/2017,Possible/Unknown,26
07/03/2017,Possible/Unknown,23
07/03/2017,Minor Injury,10
07/03/2017,Property Damage Only,120
07/03/2017,Fatal,1
07/03/2017,Major Injury,5
07/04/2017,Minor Injury,6
07/04/2017,Possible/Unknown,18
07/04/2017,Major Injury,2
07/04/2017,Property Damage Only,70
07/05/2017,Fatal,3
07/05/2017,Major Injury,3
07/05/2017,Property Damage Only,104
07/05/2017,Minor Injury,17
07/05/2017,Possible/Unknown,22
07/06/2017,Property Damage Only,103
07/06/2017,Minor Injury,23
07/06/2017,Major Injury,4
07/06/2017,Possible/Unknown,25
07/07/2017,Possible/Unknown,26
07/07/2017,Minor Injury,18
07/07/2017,Fatal,1
07/07/2017,Property Damage Only,100
07/07/2017,Major Injury,3
07/08/2017,Property Damage Only,84
07/08/2017,Possible/Unknown,21
07/08/2017,Major Injury,5
07/08/2017,Minor Injury,17
07/08/2017,Fatal,1
07/09/2017,Major Injury,2
07/09/2017,Property Damage Only,67
07/09/2017,Minor Injury,17
07/09/2017,Possible/Unknown,12
07/09/2017,Fatal,1
07/10/2017,Possible/Unknown,33
07/10/2017,Minor Injury,17
07/10/2017,Major Injury,4
07/10/2017,Property Damage Only,78
07/10/2017,Fatal,2
07/11/2017,Minor Injury,14
07/11/2017,Property Damage Only,86
07/11/2017,Possible/Unknown,29
07/11/2017,Major Injury,6
07/12/2017,Property Damage Only,93
07/12/2017,Possible/Unknown,24
07/12/2017,Major Injury,3
07/12/2017,Minor Injury,14
07/13/2017,Minor Injury,12
07/13/2017,Property Damage Only,106
07/13/2017,Major Injury,7
07/13/2017,Possible/Unknown,32
07/14/2017,Property Damage Only,106
07/14/2017,Possible/Unknown,28
07/14/2017,Major Injury,5
07/14/2017,Fatal,3
07/14/2017,Minor Injury,21
07/15/2017,Minor Injury,23
07/15/2017,Fatal,3
07/15/2017,Major Injury,7
07/15/2017,Property Damage Only,96
07/15/2017,Possible/Unknown,19
07/16/2017,Possible/Unknown,22
07/16/2017,Major Injury,6
07/16/2017,Minor Injury,12
07/16/2017,Property Damage Only,77
07/17/2017,Possible/Unknown,30
07/17/2017,Fatal,3
07/17/2017,Major Injury,3
07/17/2017,Minor Injury,14
07/17/2017,Property Damage Only,97
07/18/2017,Property Damage Only,88
07/18/2017,Major Injury,5
07/18/2017,Minor Injury,18
07/18/2017,Possible/Unknown,21
07/19/2017,Possible/Unknown,24
07/19/2017,Major Injury,5
07/19/2017,Minor Injury,18
07/19/2017,Property Damage Only,107
07/20/2017,Possible/Unknown,28
07/20/2017,Major Injury,3
07/20/2017,Minor Injury,19
07/20/2017,Property Damage Only,98
07/20/2017,Fatal,1
07/21/2017,Property Damage Only,123
07/21/2017,Possible/Unknown,27
07/21/2017,Fatal,2
07/21/2017,Major Injury,5
07/21/2017,Minor Injury,13
07/22/2017,Fatal,2
07/22/2017,Property Damage Only,78
07/22/2017,Major Injury,7
07/22/2017,Minor Injury,19
07/22/2017,Possible/Unknown,15
07/23/2017,Possible/Unknown,23
07/23/2017,Minor Injury,15
07/23/2017,Major Injury,5
07/23/2017,Fatal,1
07/23/2017,Property Damage Only,58
07/24/2017,Major Injury,1
07/24/2017,Possible/Unknown,27
07/24/2017,Fatal,1
07/24/2017,Minor Injury,19
07/24/2017,Property Damage Only,90
07/25/2017,Possible/Unknown,22
07/25/2017,Major Injury,3
07/25/2017,Minor Injury,21
07/25/2017,Property Damage Only,103
07/26/2017,Minor Injury,13
07/26/2017,Major Injury,5
07/26/2017,Possible/Unknown,26
07/26/2017,Property Damage Only,123
07/27/2017,Fatal,2
07/27/2017,Possible/Unknown,30
07/27/2017,Major Injury,1
07/27/2017,Minor Injury,12
07/27/2017,Property Damage Only,106
07/28/2017,Major Injury,2
07/28/2017,Minor Injury,21
07/28/2017,Property Damage Only,97
07/28/2017,Possible/Unknown,24
07/28/2017,Fatal,1
07/29/2017,Possible/Unknown,18
07/29/2017,Minor Injury,17
07/29/2017,Major Injury,8
07/29/2017,Fatal,1
07/29/2017,Property Damage Only,83
07/30/2017,Possible/Unknown,16
07/30/2017,Major Injury,2
07/30/2017,Minor Injury,21
07/30/2017,Property Damage Only,64
07/31/2017,Possible/Unknown,28
07/31/2017,Property Damage Only,88
07/31/2017,Major Injury,2
07/31/2017,Minor Injury,12
08/01/2017,Minor Injury,11
08/01/2017,Property Damage Only,104
08/01/2017,Fatal,5
08/01/2017,Major Injury,2
08/01/2017,Possible/Unknown,34
08/02/2017,Minor Injury,19
08/02/2017,Property Damage Only,96
08/02/2017,Possible/Unknown,31
08/02/2017,Fatal,1
08/02/2017,Major Injury,5
08/03/2017,Property Damage Only,118
08/03/2017,Possible/Unknown,23
08/03/2017,Major Injury,4
08/03/2017,Minor Injury,16
08/04/2017,Property Damage Only,120
08/04/2017,Fatal,2
08/04/2017,Minor Injury,14
08/04/2017,Major Injury,6
08/04/2017,Possible/Unknown,38
08/05/2017,Possible/Unknown,27
08/05/2017,Fatal,2
08/05/2017,Major Injury,7
08/05/2017,Property Damage Only,68
08/05/2017,Minor Injury,12
08/06/2017,Major Injury,3
08/06/2017,Property Damage Only,63
08/06/2017,Possible/Unknown,17
08/06/2017,Minor Injury,12
08/07/2017,Minor Injury,15
08/07/2017,Property Damage Only,95
08/07/2017,Major Injury,2
08/07/2017,Possible/Unknown,34
08/08/2017,Fatal,1
08/08/2017,Possible/Unknown,25
08/08/2017,Minor Injury,13
08/08/2017,Property Damage Only,90
08/08/2017,Major Injury,6
08/09/2017,Property Damage Only,110
08/09/2017,Possible/Unknown,26
08/09/2017,Minor Injury,21
08/09/2017,Major Injury,1
08/10/2017,Fatal,1
08/10/2017,Possible/Unknown,27
08/10/2017,Major Injury,3
08/10/2017,Minor Injury,14
08/10/2017,Property Damage Only,108
08/11/2017,Major Injury,9
08/11/2017,Possible/Unknown,29
08/11/2017,Property Damage Only,107
08/11/2017,Minor Injury,24
